ID_SOLICITANTE,ID_EMPRESTIMO,ID_HISTORICO,ID_SOLICITANTE,IDADE_SOLICITANTE,SALARIO_ANUAL,SITUACAO_PROPRIEDADE,ANOS_TRABALHADOS,ID_EMPRESTIMO,MOTIVO,PONTUACAO,VALOR_TOTAL_EMPRESTIMO,TAXA_JUROS,POSSIBILIDADE_INADIMPLENCIA,RENDA_PERCENTUAL,ID_HISTORICO,HISTORICO_INADIMPLENTE,ANOS_CARTAO_CREDITO
e6mSAIN1-Pv4G,vKNyZ04I-uXne,iMACAsXm-1flw,e6mSAIN1-Pv4G,NULL,68000,,4,vKNyZ04I-uXne,Educativo,B,24000,11.83,0,0.18,iMACAsXm-1flw,0,10
5ALuWP9f-chj0,j5K7bAhC-oM5F,nyNt5gSr-osNP,5ALuWP9f-chj0,26,33800,Alugada,4,j5K7bAhC-oM5F,Pessoal,C,13000,13.57,1,0.38,nyNt5gSr-osNP,1,2
n3KMwe7y-xtST,5nwgRtbx-DMNd,trwLyUT7-emQG,n3KMwe7y-xtST,32,27600,Alugada,5,5nwgRtbx-DMNd,Médico,B,3000,11.12,1,0.11,trwLyUT7-emQG,0,8
rcY8j8HU-wFXL,oLAq2G0I-mh0l,umaFFTqR-axCu,rcY8j8HU-wFXL,36,69996,Alugada,6,oLAq2G0I-mh0l,Empreendimento,B,20400,10.37,0,0.29,umaFFTqR-axCu,0,14
jb2LEXLe-Jrjd,WmXvzSfk-pjXi,j60q3pRe-076L,jb2LEXLe-Jrjd,26,29040,Alugada,2,WmXvzSfk-pjXi,Educativo,B,15000,9.62,1,0.52,j60q3pRe-076L,0,4
Ox4Ei98K-Rwop,buQtiy9A-56fc,QwPvd7Y1-ml93,Ox4Ei98K-Rwop,29,75000,Alugada,2,buQtiy9A-56fc,"Pagamento de débitos",A,4000,8.49,0,0.05,QwPvd7Y1-ml93,0,6
8k0pr9Lq-gz1t,BZFQGNaE-t7iZ,Weq6PcmA-qmJ6,8k0pr9Lq-gz1t,38,130000,Hipotecada,8,BZFQGNaE-t7iZ,"Pagamento de débitos",B,11000,10.74,0,0.08,Weq6PcmA-qmJ6,0,11
dmT2jTXJ-OaI9,aq662aQd-NgtO,662Eisax-UH88,dmT2jTXJ-OaI9,27,78500,Alugada,6,aq662aQd-NgtO,Educativo,A,8000,8.59,0,0.1,662Eisax-UH88,0,8
iBDOeyCd-kjM3,ddzuFmZM-O8Dl,YADGGBtR-ioML,iBDOeyCd-kjM3,23,58500,Alugada,2,ddzuFmZM-O8Dl,"Pagamento de débitos",B,3000,9.88,0,0.05,YADGGBtR-ioML,0,2
FtpwNiGn-0GlR,NcR4E6NF-3uNA,TeRmm3Eu-Us9r,FtpwNiGn-0GlR,24,45996,Alugada,2,NcR4E6NF-3uNA,Empreendimento,C,10800,13.16,0,0.23,TeRmm3Eu-Us9r,0,4
5tldLdRE-0feH,J8iKYBTD-6nrw,BgPnUIU6-4Hhs,5tldLdRE-0feH,26,33996,Alugada,10,J8iKYBTD-6nrw,Empreendimento,A,7000,8,0,0.21,BgPnUIU6-4Hhs,0,2
Yuc0FgAe-GZKs,AhWPwRM1-RSIu,RJNrkYJ1-fgWD,Yuc0FgAe-GZKs,27,63000,Hipotecada,11,AhWPwRM1-RSIu,Educativo,A,1700,8.49,0,0.03,RJNrkYJ1-fgWD,0,5
02Xp1CEj-L5No,1DwABFbp-fs4M,fe8IgFsp-LuA2,02Xp1CEj-L5No,27,70000,Hipotecada,11,1DwABFbp-fs4M,"Pagamento de débitos",A,25000,7.66,0,0.36,fe8IgFsp-LuA2,0,5
4bqboFRC-tuDA,Jjw4uykQ-oIyh,rBSDltoG-K2Ss,4bqboFRC-tuDA,21,18492,Alugada,0,Jjw4uykQ-oIyh,Educativo,D,5000,12.92,1,0.27,rBSDltoG-K2Ss,1,3
ZOd5NM95-L2hX,29iZ5uxL-9jaw,NdT4e9hA-WfUy,ZOd5NM95-L2hX,24,120000,Hipotecada,1,29iZ5uxL-9jaw,Médico,A,3000,6.39,0,0.03,NdT4e9hA-WfUy,0,3
DRQkBvwD-UHEP,4Dlfc8RJ-k9Nw,asGomcly-45LK,DRQkBvwD-UHEP,34,52809,Alugada,18,4Dlfc8RJ-k9Nw,"Pagamento de débitos",B,13000,10.62,0,0.25,asGomcly-45LK,0,8
uMQlJ5A6-UIMW,yS48WD9W-4qqn,Mkfh8Y4X-iF20,uMQlJ5A6-UIMW,22,60000,Alugada,5,yS48WD9W-4qqn,Empreendimento,C,2100,13.43,0,0.04,Mkfh8Y4X-iF20,0,2
6bngbYDo-nHA2,I2cAwNJw-SFd6,m0I0yPI2-juTx,6bngbYDo-nHA2,23,25000,Própria,NULL,I2cAwNJw-SFd6,Médico,C,9000,5.79,NULL,0.11,m0I0yPI2-juTx,NULL,10
Y8bQAmJX-Eyj1,pPFrOzUw-05hu,cj4ptnaJ-C7Af,Y8bQAmJX-Eyj1,39,91992,Hipotecada,0,pPFrOzUw-05hu,"Melhora do lar",A,3350,5.42,0,0.04,cj4ptnaJ-C7Af,0,11
J7im6qB5-nHvZ,yZUOURrv-8Qzq,itQ8aN7C-3Z1x,J7im6qB5-nHvZ,27,52656,,NULL,yZUOURrv-8Qzq,Empreendimento,B,10000,10.36,0,0.14,itQ8aN7C-3Z1x,0,2
YqxapIbr-pCUr,10LqD16A-x1Ll,Uodw1MiU-Di82,YqxapIbr-pCUr,26,75000,Hipotecada,6,10LqD16A-x1Ll,Médico,A,13000,6.99,0,0.17,Uodw1MiU-Di82,0,2
z3Ke73sT-fY5k,hRyF4vKu-NslC,bNGX8c5e-XnK7,z3Ke73sT-fY5k,29,53313,Alugada,13,hRyF4vKu-NslC,Médico,B,19850,NULL,1,0.37,bNGX8c5e-XnK7,0,7
mgyme1UI-qrLD,M5ydWUfE-sU9E,q9x5EfU9-Xn1i,mgyme1UI-qrLD,32,30000,Alugada,4,M5ydWUfE-sU9E,Pessoal,C,3000,13.49,0,0.1,q9x5EfU9-Xn1i,1,6
IoKXBS4b-WbJx,AJ85PXy6-X66E,DCUuifQo-mj79,IoKXBS4b-WbJx,27,57996,Alugada,11,AJ85PXy6-X66E,Educativo,B,7500,12.21,0,0.13,DCUuifQo-mj79,0,10
eJXYrzsi-jq0y,DUle0JSp-nqrp,ZhcR7cTH-5uo5,eJXYrzsi-jq0y,24,40000,Própria,6,DUle0JSp-nqrp,Empreendimento,A,1000,6.76,0,0.03,ZhcR7cTH-5uo5,0,3
2iPLL4H7-OG2b,hQZiE6ty-ljwR,TO8BZ0j3-rfJF,2iPLL4H7-OG2b,27,44000,Alugada,5,hQZiE6ty-ljwR,"Melhora do lar",E,5000,16.35,1,0.11,TO8BZ0j3-rfJF,1,6
c7oX7oWG-4sj1,mLhRmSUc-UsTE,xTUl8XZ0-2chf,c7oX7oWG-4sj1,54,154000,Hipotecada,1,mLhRmSUc-UsTE,Pessoal,B,12000,12.69,0,0.08,xTUl8XZ0-2chf,0,26
cnTNQ2ub-deqe,xDcF2Agv-zlLb,ogXsBU6y-GsS3,cnTNQ2ub-deqe,23,63500,Alugada,0,xDcF2Agv-zlLb,Educativo,C,4000,NULL,0,0.06,ogXsBU6y-GsS3,0,4
D1phBPiN-zGAl,79FAgNp5-u5g6,tQCfeEXA-EglW,D1phBPiN-zGAl,34,41600,Hipotecada,16,79FAgNp5-u5g6,"Pagamento de débitos",A,17500,6.17,0,0.42,tQCfeEXA-EglW,0,8
cxm9UAPb-vBdb,o32ssHmw-scQZ,pcoXUa2c-ouuX,cxm9UAPb-vBdb,22,81000,Própria,2,o32ssHmw-scQZ,Educativo,D,10000,15.31,0,0.12,pcoXUa2c-ouuX,0,3
hZ5odep7-TPW8,6fZFRb0D-HY1O,2nq4xx7n-wN0u,hZ5odep7-TPW8,24,33000,Alugada,1,6fZFRb0D-HY1O,Médico,B,7350,11.71,0,0.22,2nq4xx7n-wN0u,0,3
dk2PCQIt-Rb4U,HnouY8rM-tZyf,fCUp85gU-ijL5,dk2PCQIt-Rb4U,31,40000,Alugada,5,HnouY8rM-tZyf,Médico,C,2500,13.23,0,0.06,fCUp85gU-ijL5,1,5
K3zPAUdg-fBqK,1SZ8LQpI-scLH,qIoBSoPM-mruO,K3zPAUdg-fBqK,30,57600,Hipotecada,0,1SZ8LQpI-scLH,"Melhora do lar",C,6000,14.65,0,0.1,qIoBSoPM-mruO,0,8
sIs12PaO-2jwH,HDw9G4OQ-lYw7,wguj114J-PIpt,sIs12PaO-2jwH,23,127500,Alugada,8,HDw9G4OQ-lYw7,Empreendimento,B,12000,10.37,0,0.09,wguj114J-PIpt,0,4
gLTUCvCd-gwN6,rcE9HYf1-YDwU,dQ6xGRkP-7ZyG,gLTUCvCd-gwN6,27,50004,Alugada,12,rcE9HYf1-YDwU,"Pagamento de débitos",B,3200,11.49,0,0.06,dQ6xGRkP-7ZyG,0,7
xBEtcCtP-l5KW,F6d01UCe-D2Pz,JGPzYjG5-ga2j,xBEtcCtP-l5KW,21,87000,Alugada,5,F6d01UCe-D2Pz,Médico,B,11000,11.58,0,0.13,JGPzYjG5-ga2j,0,2
Xo9CbsRe-Xjwm,IgzpFtfY-y48O,c9LqdjgJ-P1Gi,Xo9CbsRe-Xjwm,31,52000,Hipotecada,6,IgzpFtfY-y48O,Educativo,A,10000,8.49,0,0.19,c9LqdjgJ-P1Gi,0,5
lgaxels2-vqc4,9TWEIKuT-b0UG,2JpLFsJx-D29C,lgaxels2-vqc4,36,72800,Alugada,3,9TWEIKuT-b0UG,"Melhora do lar",D,24000,14.09,1,0.33,2JpLFsJx-D29C,0,16
5QDc4R3f-o64m,Wn5c3orS-eSsL,e6wOMThp-g82m,5QDc4R3f-o64m,22,27000,Própria,0,Wn5c3orS-eSsL,Médico,B,7750,10.37,0,0.29,e6wOMThp-g82m,0,3
lId7bJc1-BInQ,iOKf2aWG-0bdz,ihi9cqgU-ynrh,lId7bJc1-BInQ,30,40000,Hipotecada,5,iOKf2aWG-0bdz,"Melhora do lar",A,9600,8.49,0,0.24,ihi9cqgU-ynrh,0,10
AiUAbtSH-LaLo,2j0diIFX-iJEO,29QLF8Mf-wzek,AiUAbtSH-LaLo,22,47472,Hipotecada,6,2j0diIFX-iJEO,Empreendimento,B,20000,11.83,0,0.42,29QLF8Mf-wzek,0,3
GB2dIyrp-872S,HESSkyxI-z0MR,wWODj5vU-nf4b,GB2dIyrp-872S,22,54252,Hipotecada,6,HESSkyxI-z0MR,Pessoal,A,3500,6.39,0,0.06,wWODj5vU-nf4b,0,4
UH4wN0lK-7x21,NOEWzcA9-6S4I,2pTI7yTY-PuUS,UH4wN0lK-7x21,22,50004,Alugada,6,NOEWzcA9-6S4I,Pessoal,B,10000,12.21,0,0.2,2pTI7yTY-PuUS,0,2
PjUX1ztq-uAx9,J4FgsdDg-uxqX,92AwYjiH-0QCs,PjUX1ztq-uAx9,22,34404,Alugada,2,J4FgsdDg-uxqX,"Pagamento de débitos",D,7500,15.05,1,0.22,92AwYjiH-0QCs,1,2
bwlHcBU8-jKm3,v6WqlxIE-1Oi3,KHWGsY1e-0LyH,bwlHcBU8-jKm3,24,47500,Alugada,4,v6WqlxIE-1Oi3,Pessoal,A,4200,8.9,0,0.09,KHWGsY1e-0LyH,0,4
2O5lQELA-d5Sx,BtQ0sDqC-WY19,qpPPkFoM-W9og,2O5lQELA-d5Sx,30,55000,Hipotecada,13,BtQ0sDqC-WY19,"Pagamento de débitos",B,12000,NULL,0,0.22,qpPPkFoM-W9og,0,7
rJiw0a88-aYZH,3wTu4L5s-T0tR,HZf0bjOK-0K30,rJiw0a88-aYZH,27,92508,Hipotecada,11,3wTu4L5s-T0tR,Pessoal,A,13000,7.14,0,0.14,HZf0bjOK-0K30,0,5
wmk47lNm-iybn,vh4UwS3K-kkJx,hOXBYMJH-2aG7,wmk47lNm-iybn,42,82000,Hipotecada,13,vh4UwS3K-kkJx,"Melhora do lar",E,26800,NULL,0,0.33,hOXBYMJH-2aG7,1,15
GiRAPOOZ-F5sk,ePpIPvmb-y914,doQdB0qk-0wdy,GiRAPOOZ-F5sk,24,90000,Hipotecada,3,ePpIPvmb-y914,Empreendimento,A,12000,7.51,0,0.13,doQdB0qk-0wdy,0,3
5RIv9iud-FqOy,R1sxLQn6-qJRz,4IhFpLuk-pL4N,5RIv9iud-FqOy,25,34000,Hipotecada,2,R1sxLQn6-qJRz,Médico,D,6000,15.7,1,0.18,4IhFpLuk-pL4N,1,3
iNHWeHXF-lDJT,Ymlf5HDu-knKk,E8jdOBDA-uZ7T,iNHWeHXF-lDJT,24,200000,Alugada,8,Ymlf5HDu-knKk,Educativo,A,10000,8.49,0,0.05,E8jdOBDA-uZ7T,0,4
jBdBayAF-wRr1,zedAysBY-LX44,EMWAJdhX-2iTi,jBdBayAF-wRr1,22,75000,Hipotecada,2,zedAysBY-LX44,Médico,A,8150,7.51,0,0.11,EMWAJdhX-2iTi,0,4
4fqKD49g-EnlT,19BqPfko-UhfZ,3Qr6Sxv1-rG97,4fqKD49g-EnlT,27,48000,Alugada,2,19BqPfko-UhfZ,Pessoal,C,25000,10.59,1,0.52,3Qr6Sxv1-rG97,0,7
YuwjkreQ-0Ri1,FfZxDt24-4h2O,nyFIicTG-Op2L,YuwjkreQ-0Ri1,24,41100,Própria,2,FfZxDt24-4h2O,Empreendimento,B,9200,12.42,0,0.22,nyFIicTG-Op2L,0,2
6jgmCTiq-EZKk,TlMfl2AO-W7Bj,Ey7OyF1H-L3WU,6jgmCTiq-EZKk,32,193800,Alugada,0,TlMfl2AO-W7Bj,Médico,B,20000,11.83,1,0.09,Ey7OyF1H-L3WU,0,6
rclihyvr-u4oD,yvPtWYTE-fDrm,PmSk5KmL-5a06,rclihyvr-u4oD,27,145986,Hipotecada,2,yvPtWYTE-fDrm,Médico,A,5500,5.42,0,0.04,PmSk5KmL-5a06,0,6
mzyo9Dfw-YIb7,K4ql9op8-X9HR,o1HAbHEY-W7rm,mzyo9Dfw-YIb7,21,35000,Própria,2,K4ql9op8-X9HR,Médico,A,11000,7.88,0,0.31,o1HAbHEY-W7rm,0,2
Lun1O9Yk-3Kcr,JG7Jggfp-tDpQ,yi5KvzNs-tK8G,Lun1O9Yk-3Kcr,23,55000,Hipotecada,1,JG7Jggfp-tDpQ,Empreendimento,B,1500,11.49,0,0.03,yi5KvzNs-tK8G,0,3
J9edd2ce-Db1U,rbNzRQ1l-1HIu,qffIq5UR-S2so,J9edd2ce-Db1U,24,36000,Alugada,2,rbNzRQ1l-1HIu,"Pagamento de débitos",D,5000,14.59,1,0.14,qffIq5UR-S2so,0,2
EoQbb0t7-lSCP,1bPeb7mj-hDHN,G7zhdbJN-sUCA,EoQbb0t7-lSCP,32,86004,Hipotecada,16,1bPeb7mj-hDHN,"Pagamento de débitos",A,8000,5.79,0,0.09,G7zhdbJN-sUCA,0,5
Av0IT3iL-S1hH,JIKMsJ13-GJSi,dbXgqTMS-4NSc,Av0IT3iL-S1hH,37,91800,Hipotecada,21,JIKMsJ13-GJSi,Médico,D,20000,14.84,1,0.19,dbXgqTMS-4NSc,1,12
OdmTJ2Sz-DJKc,4bsTb85R-oUjz,9NopJHwC-ugfU,OdmTJ2Sz-DJKc,33,62130,Alugada,6,4bsTb85R-oUjz,"Melhora do lar",A,9050,7.29,0,0.15,9NopJHwC-ugfU,0,7
Rzv4Ko2E-aZE8,4cmUaZTm-WHaj,cOn7iBRa-gLSa,Rzv4Ko2E-aZE8,27,89904,Alugada,1,4cmUaZTm-WHaj,Educativo,B,10000,10,0,0.11,cOn7iBRa-gLSa,0,5
ANZ8vXQx-UTDW,0G1QoYEs-hHk2,9HZUmCDi-sQTQ,ANZ8vXQx-UTDW,28,35000,Alugada,5,0G1QoYEs-hHk2,Médico,D,10000,14.61,0,0.29,9HZUmCDi-sQTQ,0,7
q62gCkhs-S7EC,KkH15y4w-Q1Dk,zKeKEGT0-OIzc,q62gCkhs-S7EC,27,55200,Própria,4,KkH15y4w-Q1Dk,Pessoal,B,4000,NULL,0,0.07,zKeKEGT0-OIzc,0,10
ljURfjW5-LvL4,x7ms0fvz-J8iL,sqhCsAbE-CKFQ,ljURfjW5-LvL4,23,43800,Alugada,8,x7ms0fvz-J8iL,Empreendimento,E,8000,17.93,0,0.18,sqhCsAbE-CKFQ,0,3
o8CPxzyy-BZv5,BHHUzeUi-IwLJ,qjhafour-yFlT,o8CPxzyy-BZv5,23,47000,Hipotecada,8,BHHUzeUi-IwLJ,Empreendimento,A,7500,7.51,0,0.16,qjhafour-yFlT,0,4
t2Ua3Uzk-4urD,7LR4fG2u-qxJl,qxuww2qj-9Sgz,t2Ua3Uzk-4urD,29,51996,Alugada,13,7LR4fG2u-qxJl,Empreendimento,D,20000,NULL,1,0.38,qxuww2qj-9Sgz,1,5
GudTIbKA-j0Rp,FdYCIap6-2yfO,7QYwvIuM-34ZK,GudTIbKA-j0Rp,31,35000,Alugada,1,FdYCIap6-2yfO,Empreendimento,A,11400,6.91,1,0.33,7QYwvIuM-34ZK,0,8
KLCmCacU-8FwI,9GOl9cqz-E7Or,RRyzcYgb-xklN,KLCmCacU-8FwI,35,33996,Alugada,0,9GOl9cqz-E7Or,"Pagamento de débitos",B,1500,10.99,0,0.04,RRyzcYgb-xklN,0,7
utQwYGMJ-WrHQ,0pE2xpHy-BMbQ,t3HuUY4S-HiQQ,utQwYGMJ-WrHQ,22,72000,Alugada,5,0pE2xpHy-BMbQ,Pessoal,D,10000,17.27,0,0.14,t3HuUY4S-HiQQ,0,2
h3eteU2p-Gld3,Nw6oy0gl-Zy9n,qkyF5DCx-biSB,h3eteU2p-Gld3,31,18996,Própria,6,Nw6oy0gl-Zy9n,"Melhora do lar",C,7000,NULL,1,0.37,qkyF5DCx-biSB,0,8
tEh4Svah-zUmB,jRs5hr4c-RhtL,TTy3s0aT-nQLJ,tEh4Svah-zUmB,21,NULL,Alugada,5,jRs5hr4c-RhtL,,A,9250,15.21,1,0.13,TTy3s0aT-nQLJ,0,4
hlLLFS1t-xg3D,9LslODHd-xGql,PZkiA7gi-y6pf,hlLLFS1t-xg3D,21,56532,Hipotecada,NULL,9LslODHd-xGql,Educativo,A,16000,7.88,0,0.28,PZkiA7gi-y6pf,0,3
vkAls8jR-FLif,tTBjk3Yz-dYIo,5KvhAgw7-cITt,vkAls8jR-FLif,27,235000,Hipotecada,5,tTBjk3Yz-dYIo,Empreendimento,C,28000,15.96,0,0.12,5KvhAgw7-cITt,0,5
rguukmTT-CTRB,iBPG5YrK-NIQq,l0ACTXtI-FJEC,rguukmTT-CTRB,22,52880,Alugada,6,iBPG5YrK-NIQq,Médico,D,5000,14.59,1,0.09,l0ACTXtI-FJEC,0,4
tsZPodZy-7a1W,lYSXEBeJ-IlBX,ao5d3JB9-lyIe,tsZPodZy-7a1W,29,19200,Própria,7,lYSXEBeJ-IlBX,Empreendimento,A,6000,NULL,1,0.31,ao5d3JB9-lyIe,0,5
8aCwFQHN-o0BU,9ynsHlGb-7sdB,awOZ4ook-C3uC,8aCwFQHN-o0BU,37,30000,Alugada,0,9ynsHlGb-7sdB,Educativo,B,10800,12.21,1,0.36,awOZ4ook-C3uC,0,14
TxtkDbMB-E7LO,cs1u1kHJ-5Ixv,tC19MGtH-cpA7,TxtkDbMB-E7LO,33,25000,Alugada,6,cs1u1kHJ-5Ixv,Pessoal,A,2800,9.32,0,0.11,tC19MGtH-cpA7,0,7
Wz2Qv33A-8FvI,TGecoRcA-s7G7,9KuS2sF2-bE4X,Wz2Qv33A-8FvI,49,64600,Hipotecada,4,TGecoRcA-s7G7,Médico,D,10000,16.49,1,0.13,9KuS2sF2-bE4X,0,12
pw0JJppf-oZY4,1wBHi6nh-s2Am,vRssolvu-mb5y,pw0JJppf-oZY4,24,65000,Hipotecada,8,1wBHi6nh-s2Am,Pessoal,B,10000,11.99,0,0.15,vRssolvu-mb5y,0,4
r5QXlDPl-jfIu,otI1z2pd-Whqd,Rk3auctZ-6AHl,r5QXlDPl-jfIu,33,70000,Hipotecada,0,otI1z2pd-Whqd,"Pagamento de débitos",C,3000,13.57,0,0.04,Rk3auctZ-6AHl,1,9
hKEYi5g0-chAC,mI0EqG5i-UDYt,HSPj6ZhP-sRvx,hKEYi5g0-chAC,34,31000,Alugada,5,mI0EqG5i-UDYt,Médico,A,14500,7.88,1,0.47,HSPj6ZhP-sRvx,0,10
L0KPUCzI-Rc9g,QvGxDQUN-l0lH,aXroZRPy-FMoa,L0KPUCzI-Rc9g,45,125004,Alugada,7,QvGxDQUN-l0lH,Educativo,C,14000,12.61,0,0.11,aXroZRPy-FMoa,0,12
4jHTNPIo-vGxB,LlxuiydI-lka3,k68t4Pri-G18I,4jHTNPIo-vGxB,43,55000,Própria,17,LlxuiydI-lka3,Empreendimento,B,2000,12.53,0,0.04,k68t4Pri-G18I,0,11
7gTbQqBm-fwxK,9iN5BTaA-Pn0Y,EGdkOOMe-O6wZ,7gTbQqBm-fwxK,29,38000,Hipotecada,3,9iN5BTaA-Pn0Y,Educativo,D,6000,15.21,0,0.16,EGdkOOMe-O6wZ,1,9
gjM2l4gM-BDqx,O31cOsZg-ICC3,o5z6X5EH-e7wK,gjM2l4gM-BDqx,28,82800,Hipotecada,10,O31cOsZg-ICC3,Empreendimento,B,18000,NULL,0,0.22,o5z6X5EH-e7wK,0,7
mXa6Kfcb-y8cn,pWtbQ8TS-DXRr,QniuO0rX-BatT,mXa6Kfcb-y8cn,45,36700,Própria,7,pWtbQ8TS-DXRr,Pessoal,A,2000,7.51,0,0.05,QniuO0rX-BatT,0,16
evgAsF3O-Q46W,rizxYyR3-akyr,aKWY6clX-gdsN,evgAsF3O-Q46W,26,50000,Alugada,0,rizxYyR3-akyr,Empreendimento,B,4800,NULL,0,0.1,aKWY6clX-gdsN,0,3
rsziMCl6-obYe,JBAOsZtI-9I2q,3cDyWOcU-xmAv,rsziMCl6-obYe,24,19200,Alugada,0,JBAOsZtI-9I2q,"Pagamento de débitos",A,5600,8.9,1,0.29,3cDyWOcU-xmAv,0,2
21MwcQBw-zHOx,9zlbNrg4-0jYK,90pC2PEv-tFNq,21MwcQBw-zHOx,27,170496,Hipotecada,3,9zlbNrg4-0jYK,"Pagamento de débitos",B,15000,11.83,1,0.09,90pC2PEv-tFNq,0,10
taEX0UEW-X0Fe,OoRL4zEr-YXaQ,u5bzg1AW-WyRn,taEX0UEW-X0Fe,25,55315,Alugada,3,OoRL4zEr-YXaQ,Educativo,B,15000,10.74,0,0.27,u5bzg1AW-WyRn,0,2
BgCtC17H-xfin,7KmOvW2A-yTyc,A0cjijKO-uKjl,BgCtC17H-xfin,29,55000,Alugada,0,7KmOvW2A-yTyc,"Melhora do lar",B,14000,11.58,0,0.25,A0cjijKO-uKjl,0,6
Jvhc3c9e-lti2,bWHnyvt6-aPCe,rYMUqZ1t-LnTF,Jvhc3c9e-lti2,28,53000,Alugada,0,bWHnyvt6-aPCe,Médico,C,12000,14.22,0,0.23,rYMUqZ1t-LnTF,0,10
Qnm7zWkH-6vmw,1SMDrPc6-zieh,l5bn5YEr-f5sQ,Qnm7zWkH-6vmw,24,54000,Própria,8,1SMDrPc6-zieh,Educativo,C,1200,13.11,0,0.02,l5bn5YEr-f5sQ,1,3
5KGB0K5j-TIi8,LJhQ9wWT-09yJ,S3nY3Zz9-4uAc,5KGB0K5j-TIi8,24,25000,Hipotecada,3,LJhQ9wWT-09yJ,"Pagamento de débitos",A,7000,9.32,0,0.28,S3nY3Zz9-4uAc,0,2
sc13YQni-6gNZ,8ZUfcx0T-IzNW,ox3cgK4B-dq3F,sc13YQni-6gNZ,24,65000,Própria,8,8ZUfcx0T-IzNW,Empreendimento,A,12000,6.17,0,0.18,ox3cgK4B-dq3F,0,4
0GXxpU0Y-l1QA,MMfNP05M-wUlL,Sd2vbkcT-9RtL,0GXxpU0Y-l1QA,30,60000,Hipotecada,8,MMfNP05M-wUlL,Médico,C,7400,13.11,0,0.12,Sd2vbkcT-9RtL,0,8
fS3wBoN1-CERS,xytY8drt-jWuD,xntvz1ur-TDlv,fS3wBoN1-CERS,22,36996,Alugada,5,xytY8drt-jWuD,Educativo,A,10000,7.51,0,0.27,xntvz1ur-TDlv,0,4
Ab3rLGcx-rKAw,LIcbtTKL-lKtU,ueGtfdrd-8rFH,Ab3rLGcx-rKAw,46,60000,Alugada,10,LIcbtTKL-lKtU,Médico,C,15000,13.49,0,0.25,ueGtfdrd-8rFH,0,17
zn8LhRLc-wIDj,pYfbz0UP-4SO3,vpOxBbKR-FeMn,zn8LhRLc-wIDj,38,35000,Alugada,5,pYfbz0UP-4SO3,Empreendimento,D,5000,15.37,0,0.14,vpOxBbKR-FeMn,1,14
ZGP2Oxuc-qtGl,1pBsmFFh-jyEI,xWyQODUe-lv6q,ZGP2Oxuc-qtGl,22,31356,Hipotecada,6,1pBsmFFh-jyEI,"Pagamento de débitos",D,11225,NULL,1,0.36,xWyQODUe-lv6q,1,2
Xyam4CIA-CrFe,yAea7svq-svfI,ce3b1ll4-doiD,Xyam4CIA-CrFe,27,38000,Própria,11,yAea7svq-svfI,"Melhora do lar",A,4000,7.68,0,0.11,ce3b1ll4-doiD,0,9
3oaZl9ps-rXxt,DrjJYAKT-UO2J,8yfHnnZZ-iv62,3oaZl9ps-rXxt,24,80400,Hipotecada,5,DrjJYAKT-UO2J,Pessoal,A,5000,NULL,NULL,0.14,8yfHnnZZ-iv62,0,14
Tap7AUBq-fN0G,1a8gQzXw-CEQA,HNBinI2d-zU1Z,Tap7AUBq-fN0G,29,159996,Própria,1,1a8gQzXw-CEQA,"Melhora do lar",B,10000,11.86,0,0.06,HNBinI2d-zU1Z,0,7
iJTK7hKm-ywhX,TBiQalp9-yLpd,dy1BnQuR-odAQ,iJTK7hKm-ywhX,27,50000,Alugada,3,TBiQalp9-yLpd,Empreendimento,B,6000,11.36,0,0.12,dy1BnQuR-odAQ,0,9
MidqM92c-eqfo,GlrbEi0l-Ei9A,GFctvxUI-t4Hu,MidqM92c-eqfo,29,84000,Alugada,3,GlrbEi0l-Ei9A,Médico,B,6000,11.49,0,0.07,GFctvxUI-t4Hu,0,6
mCiGNfw2-weIt,thlmku9S-1OAD,oNq9WFyD-vEZl,mCiGNfw2-weIt,23,122000,Hipotecada,7,thlmku9S-1OAD,Educativo,C,16000,13.49,0,0.13,oNq9WFyD-vEZl,0,2
IAexPbal-UkAD,Rb0wZCaX-JsZS,yLifKu7n-DIyG,IAexPbal-UkAD,29,35000,Hipotecada,11,Rb0wZCaX-JsZS,Empreendimento,B,5000,10.65,0,0.14,yLifKu7n-DIyG,0,9
Nvnm9CTH-C7k2,IcetrJpU-E9fw,LkP2tik3-sSnx,Nvnm9CTH-C7k2,28,127500,Hipotecada,5,IcetrJpU-E9fw,Médico,E,20000,17.04,1,0.13,LkP2tik3-sSnx,1,8
mKrzI03Q-Yb4p,BjOgm6fr-PZaC,GuKFmSGh-LMPx,mKrzI03Q-Yb4p,24,105996,Hipotecada,7,BjOgm6fr-PZaC,Médico,A,3000,7.51,0,0.03,GuKFmSGh-LMPx,0,3
tCTRKxxm-wDbJ,wyi4DyTS-b9ih,UP0oMBGf-XBPy,tCTRKxxm-wDbJ,44,95000,Hipotecada,1,wyi4DyTS-b9ih,Pessoal,B,21200,9.91,0,0.22,UP0oMBGf-XBPy,0,14
tTlOHrbr-pSeK,2MFddhup-MMb1,1eD8ner3-JYWP,tTlOHrbr-pSeK,22,54000,Alugada,1,2MFddhup-MMb1,"Pagamento de débitos",A,5000,6.54,1,0.09,1eD8ner3-JYWP,0,3
